ActiveScreener Id,Time of Screening,Title,Authors,Question,Question.N,List of Reviewers,Answers
13976340,05/29/2024 15:46:21,Impact of an acute temperature change on performance and metabolism of pickerel (Esox niger) and Eel (Anguilla rostrata) hearts,"Bailey, John R., Sephton, Dawn H., Driedzic, William R. ",Which species are in the paper,3,"Gamble, Robert","""American eel (Anguilla rostrata)"""
13976339,05/28/2024 17:17:43,IMMUNOLOGICAL ASSESSMENT OF HYBRID STRIPED BASS AT 3 CULTURE TEMPERATURES,"Carlson, R. E., Baker, E. P., Fuller, R. E. ",Which species are in the paper,3,"Caracappa, Joseph","""Striped bass (Morone saxatilis)"""
13976338,05/20/2024 14:49:53,Identifying Sciaenid Critical Spawning Habitats by the Use of Passive Acoustics,"Luczkovich, Joseph J., Pullinger, R. Christopher, Johnson, Stephen E.  et al.",Which species are in the paper,3,"Gamble, Robert","""Spotted seatrout (Cynoscion nebulosus)"", ""Red drum (Sciaenops ocellatus)"", ""Weakfish (Cynoscion regalis)"""
13976337,05/20/2024 14:46:06,Identification of lifecycle bottlenecks to assess the vulnerability of fish species to climate change,"Dahlke, Flemming ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976336,05/30/2024 12:08:59,Identification of genes associated with heat tolerance in Arctic charr exposed to acute thermal stress,"Quinn, Nicole L., McGowan, Colin R., Cooper, Glenn A.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976335,05/29/2024 12:59:45,"Identification and control of parasites in a new species for aquaculture: A case study with striped trumpeter, Latris lineata","Andrews, M., Nowak, B., Cobcroft, J. M.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976334,05/23/2024 12:29:44,"Hypoxic avoidance behaviour in cod ( 
<i>Gadus morhua</i> L.):: The effect of temperature and haemoglobin genotype","Skjæraasen, J. E., Nilsen, T., Meager, J. J.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976333,05/20/2024 17:13:31,Hypoxia tolerance of juvenile weakfish (Cynoscion regalis): Laboratory assessment of growth and behavioral avoidance responses,"Stierhoff, K. L., Tyler, R. M., Targett, T. E. ",Which species are in the paper,3,"Caracappa, Joseph","""Weakfish (Cynoscion regalis)"""
13976332,05/20/2024 17:03:10,Hypoxia tolerance and responses to hypoxic stress during heart and skeletal muscle inflammation in Atlantic salmon (Salmo salar),"Lund, M., Dahle, M. K., Timmerhaus, G.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976331,05/29/2024 17:16:12,"Hypoxia tolerance and oxygen regulation in Atlantic salmon, Salmo salar from a Tasmanian population","Barnes, Robin, King, Harry, Carter, Chris G. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976330,05/17/2024 21:59:20,"Hydrometeorological Trends in the Miramichi River, Canada: Implications for Atlantic Salmon Growth","Swansburg, Erin, El-Jabi, Nassir, Caissie, Daniel  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976329,05/17/2024 22:07:42,Hsp70 is not a sensitive indicator of thermal limitation in Gadus morhua,"Zakhartsev, M., De Wachter, B., Johansen, T.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976328,05/20/2024 14:51:34,How Does Temperature Affect Primary Barrier Functions in Atlantic Salmon ( Salmo Salar L.) Post?Smolts?,"Tang, Patrik, Nilsen, Tom Ole, Gharbi, Naouel  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976327,05/24/2024 11:59:05,How and how not to investigate the oxygen and capacity limitation of thermal tolerance (OCLTT) and aerobic scope—remarks on the article by Gräns et al,"Pörtner, Hans-Otto ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic halibut (Hippoglossus hippoglossus)"""
13976326,05/23/2024 12:30:16,"Histological and transcriptomic analysis of muscular atrophy associated with depleted flesh pigmentation in Atlantic salmon ( 
<i>Salmo salar</i>) exposed to elevated seawater temperatures","Vo, T. T. M., Amoroso, G., Ventura, T.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976325,05/20/2024 16:59:33,"Histological and enzymatic responses of Japanese flounder ( 
<i>Paralichthys olivaceus</i>) and its hybrids ( 
<i>P-olivaceus</i> a™Euro x 
<i>P-dentatus</i> a™,) to chronic heat stress","Liu, Y. F., Ma, D. Y., Zhao, C. Y.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976324,05/29/2024 17:44:24,"High-temperature stress response: Insights into the molecular regulation of American shad 
<i> (Alosa</i> 
<i> sapidissima)</i> using a multi-omics approach","Luo, M. K., Zhu, W. B., Liang, Z. Y.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""American shad (Alosa sapidissima)"""
13976323,05/29/2024 12:07:22,"High-temperature and starvation tolerances of juvenile Japanese Spanish mackerel 
<i>Scomberomorus niphonius</i>","Harada, K., Morita, T., Deguchi, W.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976322,05/29/2024 13:57:43,"High-Resolution Reconstruction of Dissolved Oxygen Levels in the Baltic Sea With Bivalves - a Multi-Species Comparison ( 
<i>Arctica islandica</i>, 
<i>Astarte borealis</i>, 
<i>Astarte elliptica</i>)","Schoene, B. R., Huang, X. Z., Jantschke, A.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Ocean quahog (Arctica islandica)"""
13976321,05/29/2024 12:25:55,"High temperature events shape the broadscale distribution of juvenile Atlantic salmon ( 
<i>Salmo salar</i>)","Corey, Emily, Linnansaari, Tommi, Cunjak, Richard A. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976320,05/24/2024 12:58:44,"High summer temperatures are associated with poorer performance of underyearling Atlantic salmon ( 
<i>Salmo salar</i>) in upland streams","Bernthal, F. R., Seaman, B. W., Rush, E.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976319,05/21/2024 11:00:13,"High heritability for thermal tolerance in Atlantic salmon, Salmo salar","Benfey, Tillmann J., Gonen, Serap, Bartlett, Charlotte B.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976318,05/24/2024 11:58:28,"High antifreeze protein levels in wolffish (Anarhichas lupus) make them an ideal candidate for culture in cold, potentially ice laden waters","Desjardins, Mariève, François, Nathalie R. Le, Fletcher, Garth L.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic wolffish (Anarhichas lupus)"""
13976317,05/30/2024 12:07:19,Hepatic ulstrastructure changes associated with the parr?smolt transformation of Atlantic salmon (Salmo salar),"Robertson, John C., Bradley, Terence M. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976316,05/20/2024 14:13:34,"Hemoglobin Genotype Has Minimal Influence on the Physiological Response of Juvenile Atlantic Cod ( 
<i>Gadus morhua</i>) to Environmental Challenges","Gamperl, A. K., Busby, C. D., Hori, T. S. F.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976315,05/29/2024 17:43:52,"Heat-shock responsive genes identified and validated in Atlantic cod ( 
<i>Gadus morhua</i>) liver, head kidney and skeletal muscle using genomic techniques","Hori, T. S., Gamperl, A. K., Afonso, L. O. B.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976314,05/17/2024 20:36:38,"Heat shock protein responses in thermally stressed bay scallops, 
<i>Argopecten irradians</i>, and sea scallops, 
<i>Placopecten magellanicus</i>","Brun, N. T., Bricelj, V. M., MacRae, T. H.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic sea scallop (Placopecten magellanicus)"""
13976313,05/30/2024 12:13:08,Heat denaturation of proteins from atlantic salmon (salmo salar),"Savitri, Sari ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976312,05/28/2024 17:34:19,"Heart rate as an indicator of metabolic rate and activity in adult Atlantic salmon, Salmo salar","Lucas, M. C. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976311,05/30/2024 12:08:46,"Health status evaluation of striped bass ( 
<i>Morone saxatilis</i>) exposed to low temperature in sea cage culture during the grow-out","Del Rio-Zaragoza, O. B., Araújo, B. C., Viana, M. T. ",Which species are in the paper,3,"Caracappa, Joseph","""Striped bass (Morone saxatilis)"""
13976310,05/30/2024 11:44:41,"Hatchery methods and natural, hormone-implant-induced, and synchronized spawning of captive Atlantic croaker ( 
<i>Micropogonias undulatus</i>) Linnaeus 1766","Sink, T. D., Strange, R. J., Lochmann, R. T. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic croaker (Micropoginias undulatus)"""
13976309,05/29/2024 17:46:43,The haemoglobins of polar fish: evolutionary and physiological significance of multiplicity in Arctic fish,"Verde, C., Giordano, D., di Prisco, G.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976308,05/29/2024 13:53:18,"The haemoglobin of the herring, clupea harengus","Everaarts, Jan Meindert ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic herring (Clupea harengus)"""
13976307,05/29/2024 15:48:26,Habitats and distribution patterns of marine luminous bacteria in the Western Baltic Sea,"Schulz, Claus-Jürgen, Rheinheimer, Gerhard ",Which species are in the paper,3,"Gamble, Robert","""None"""
13976306,05/28/2024 17:28:18,Habitat- and bay-scale connectivity of sympatric fishes in an estuarine nursery,"Dance, Michael A., Rooker, Jay R. ",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976305,05/20/2024 14:13:07,Habitat Suitability Modeling to Evaluate Conservation and Enhancement Efforts for Gulf?Strain Striped Bass in Mississippi Coastal Rivers,"Dieterich, Jay W., Fulford, Richard S. ",Which species are in the paper,3,"Caracappa, Joseph","""Striped bass (Morone saxatilis)"""
13976304,05/28/2024 17:32:11,Habitat availability for largemough bass and striped bass in a reservoir receiving heated effluent in Virginia,"Barton, J. L. ",Which species are in the paper,3,"Caracappa, Joseph","""Striped bass (Morone saxatilis)"""
13976303,05/20/2024 14:11:08,"Growth, temperature, and density relationships of North Sea cod ( 
<i>Gadus morhua</i>)","Rindorf, A., Jensen, H., Schrum, C. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976302,05/20/2024 14:07:06,"Growth, survival and feed efficiency for post-metamorphosed Atlantic cod ( 
<i>Gadus morhua</i>) reared at different temperatures","Kling, L. J., Hansen, J. M., Jordaan, A. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976301,05/29/2024 15:33:48,"GROWTH, PARR-SMOLT TRANSFORMATION, AND CHANGES IN GROWTH-HORMONE OF ATLANTIC SALMON (SALMO-SALAR) REARED UNDER DIFFERENT PHOTOPERIODS","Stefansson, S. O., Bjornsson, B. T., Hansen, T.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976300,05/21/2024 11:00:44,Growth studies with fish—overcoming the problems of size variation,"Jobling, M. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976299,05/17/2024 22:01:26,"Growth rates of large, sexually mature cod Gadus morhua, in relation to condition and temperature during an annual cycle","Pedersen, Torstein, Jobling, Malcolm ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976298,05/17/2024 22:00:23,Growth rates of juvenile winter flounder under varying environmental conditions,"Meise, C. J., Johnson, D. L., Stehlik, L. L.  et al.",Which species are in the paper,3,"Gamble, Robert","""Winter flounder (Pseudopleuronectes americanus)"""
13976297,05/20/2024 17:10:22,Growth patterns of embryo and utilization of reserve protein in yolk during early ontogenesis of cod Gadus morhua L. at different temperatures during development,"Kuftina, N. D., Novikov, G. G. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976296,05/21/2024 10:55:17,(Growth patterns of cod from Bottnic Bight to North Sea.),"Berner, M., Sager, G. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976295,05/21/2024 13:24:38,"Growth of juveniles of White Sea common wolffish, Anarhichas lupus L., in captivity","Pavlov, Dimitri A. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic wolffish (Anarhichas lupus)"""
13976294,05/20/2024 17:02:12,"Growth of juvenile halibut, Hippoglossus hippoglossus (L.), under a constant and switched temperature regime","Aune, A., Imsland, A. K., Pittman, K. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic halibut (Hippoglossus hippoglossus)"""
13976293,05/20/2024 14:50:21,"Growth of cod ( 
<i>Gadus morhua</i>) in the western Baltic Sea: estimating improved growth parameters from tag-recapture data","McQueen, K., Eveson, J. P., Dolk, B.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976292,05/20/2024 14:11:58,Growth model for Atlantic cod (Gadus morhua): Effects of temperature and body weight on growth rate,"Björnsson, B., Steinarsson, A., Árnason, T. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976291,05/17/2024 21:45:05,"Growth Differences Among Families Of The Lobster, Homarus americanus1","Hedgecock, Dennis, Nelson, Keith, Shleser, Robert A. ",Which species are in the paper,3,"Gamble, Robert","""American lobster (Homarus americanus)"""
13976290,05/29/2024 12:23:57,Growth and temperature-induced mortality of young-of-the-year summer flounder (Paralichthys dentatus ) in southern New Jersey,"Szedlmayer, S. T., Able, K. W., Rountree, R. A. ",Which species are in the paper,3,"Caracappa, Joseph","""Summer flounder (Paralichthys dentatus)"""
13976289,05/29/2024 15:25:18,GROWTH AND SALINITY TOLERANCE IN HYBRIDS WITHIN SALMO-SP AND SALVELINUS-SP,"Sutterlin, A. M., Macfarlane, L. R., Harmon, P. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976288,05/29/2024 12:03:35,Growth and nutrient uptake by Palmaria palmata integrated with Atlantic halibut in a land-based aquaculture system,"Corey, Peter, Kim, Jang K., Duston, Jim  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic halibut (Hippoglossus hippoglossus)"""
13976287,05/28/2024 17:08:44,Growth and development of red drum eggs and larvae,"Holt, G. J., Chamberlain, G. W., Miget, R. J.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Red drum (Sciaenops ocellatus)"""
13976286,05/29/2024 15:32:09,Gill Ion Transporter Transcript and Protein Abundance during Developmental Increases in Salinity Tolerance of Atlantic salmon Smolts,"Christensen, Arne, Regish, Amy, McCormick, Stephen ",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976285,05/30/2024 11:44:50,"The Giant Mottled Eel, Anguilla marmorata, Uses Blue-Shifted Rod Photoreceptors during Upstream Migration","Wang, Feng-Yu, Fu, Wen-Chun, Wang, I. Li  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976284,05/17/2024 22:07:29,GH-IGF system regulation of attenuated muscle growth and lipolysis in Atlantic salmon reared at elevated sea temperatures,"Hevroy, E. M., Hunskår, C., de Gelder, S.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976283,05/29/2024 17:16:38,Geographical expansion of Northeast Atlantic mackerel (Scomber scombrus) in the Nordic Seas from 2007 to 2016 was primarily driven by stock size and constrained by low temperatures,"Olafsdottir, Anna H., Utne, Kjell Rong, Jacobsen, Jan Arge  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic mackerel (Scomber scombrus)"""
13976282,05/29/2024 13:57:11,"Genotype-environment interactions for survival and growth rate at varying levels of sodium chloride for growth hormone transgenic channel catfish ( 
<i>Ictalurus punctatus</i>), channel catfish, and albino channel catfish","Abass, N. Y., Drescher, D., Backenstose, N.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976281,05/29/2024 17:13:05,Genomic arrangement of salinity tolerance QTLs in salmonids: A comparative analysis of Atlantic salmon (Salmo salar) with Arctic charr (Salvelinus alpinus) and rainbow trout (Oncorhynchus mykiss),"Norman, Joseph D., Robinson, Mike, Glebe, Brian  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976280,05/17/2024 20:30:36,The genomic architecture of high temperature tolerance in a year class of Atlantic Salmon,"Gonen, S., Benfey, T. J., Garber, A. F. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976279,05/17/2024 20:29:11,Genome-wide identification and quantification of salinity-responsive Na plus / K plus -ATPase ?-subunits in three salmonids,"Su, Y., Yu, S. E., Sun, Y. X.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976278,05/21/2024 13:11:18,Genetic variation for upper thermal tolerance diminishes within and between populations with increasing acclimation temperature in Atlantic salmon,"Debes, P. V., Solberg, M. F., Matre, I. H.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976277,05/21/2024 11:18:03,Genetic origin and salinity history influence the reproductive success of Atlantic herring,"Berg, F., Slotte, A., Andersson, L.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic herring (Clupea harengus)"""
13976276,05/23/2024 13:56:03,Genetic improvement in striped bass - Part 3: Where do we go from here?,"Lutz, C. G. ",Which species are in the paper,3,"Caracappa, Joseph","""Striped bass (Morone saxatilis)"""
13976275,05/29/2024 13:57:22,"Genetic factors have a major effect on growth, number of vertebrae and otolith shape in Atlantic herring ( 
<i>Clupea</i> 
<i>harengus</i>)","Berg, F., Almeland, O. W., Skadal, J.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic herring (Clupea harengus)"""
13976274,05/24/2024 11:30:04,"Genetic differentiation of brackish water populations of cod 
<i>Gadus morhua</i> in the southern Baltic, inferred from genotyping using SNP-arrays","Pocwierz-Kotus, A., Kijewska, A., Petereit, C.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976273,05/30/2024 11:51:18,"Gene cloning and mRNA expression of glutamate dehydrogenase in the liver, brain, and intestine of the swamp eel, 
<i>Monopterus albus</i> (Zuiew), exposed to freshwater, terrestrial conditions, environmental ammonia, or salinity stress","Tok, C. Y., Chew, S. F., Ip, A. K. ",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976272,05/20/2024 14:54:40,Future of the Sea: Biological Responses to Ocean Warming,,Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"", ""Atlantic salmon (Salmo salar)"""
13976271,05/28/2024 17:11:19,"Functional models for growth and food consumption of Atlantic salmon parr, Salmo salar, from a Norwegian river","Forseth, T., Hurley, M. A., Jensen, A. J.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976270,05/28/2024 16:28:56,"A functional model for maximum growth of Atlantic Salmon parr, Salmo salar, from two populations in northwest England","Elliott, J. M., Hurley, M. A. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976269,05/29/2024 15:32:38,Functional and structural properties of lactate dehydrogenase from embryos of different fishes,"Klyachko, O. S., Ozernyuk, N. D. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976268,05/30/2024 11:59:07,Francisella sp. (Family Francisellaceae) causing mortality in Norwegian cod (Gadus morhua) farming,"Nylund, Are, Ottem, K. F., Watanabe, Kuninori  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976267,05/29/2024 11:46:54,Forecasting fish stock dynamics under climate change: Baltic herring (Clupea harengus) as a case study,"Bartolino, Valerio, Margonski, Piotr, Lindegren, Martin  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic herring (Clupea harengus)"""
13976266,05/20/2024 14:59:49,The food-unlimited growth rate of Atlantic cod (Gadus morhua),"Bjornsson, B., Steinarsson, A. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976265,05/29/2024 11:45:12,Food deprivation affects vertical distribution and activity of a marine fish in a thermal gradient: Potential energy-conserving mechanisms,"Sogard, S. M., Olla, B. L. ",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976264,05/21/2024 11:28:49,"Fluctuations in two osmoregulatory components, urea and sodium chloride, of the clearnose skate, Raja eglanteria bosc 1802—I. Upon laboratory modification of external salinities","Price, Kent S., Creaser, Edwin P. ",Which species are in the paper,3,"Gamble, Robert","""Clearnose skate (Rostroraja eglanteria)"""
13976263,05/21/2024 11:15:08,"Fluctuations in two osmoregulatory components, urea and sodium chloride, of the clearnose skate, Rafa eglanteria bosc 1802—II. Upon natural variation of the salinity of the external medium","Price, Kent S. ",Which species are in the paper,3,"Gamble, Robert","""Clearnose skate (Rostroraja eglanteria)"""
13976262,05/30/2024 12:10:27,Fluctuating sea-cage environments modify the effects of stocking densities on production and welfare parameters of Atlantic salmon (Salmo salar L.),"Oppedal, Frode, Vaygseth, Tone, Dempster, Tim  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976261,05/21/2024 11:30:26,Flatfish utilize sediment blanket to facilitate thermoregulation,"Ziegler, C. M., Frisk, M. G. ",Which species are in the paper,3,"Gamble, Robert","""Winter flounder (Pseudopleuronectes americanus)"""
13976260,05/29/2024 15:34:39,Fishing from space : mackerel fishing in Icelandic waters and correlation with satellite variables,"Agustsdottir, Kristin ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic mackerel (Scomber scombrus)"""
13976259,05/21/2024 13:11:34,Fishery Management Complexes: An Impediment or Aid to Sustainable Harvest? A Discussion Based on the Northeast Skate Complex,"Hogan, Fiona, Cadrin, Steve, Haygood, Alyssa ",Which species are in the paper,3,"Gamble, Robert","""Barndoor skate (Dipturus laevis)"", ""Clearnose skate (Rostroraja eglanteria)"", ""Little skate (Leucoraja erinaceus)"", ""Rosette skate (Leucoraja garmani)"", ""Winter skate (Leucoraja ocellata)"", ""Thorny skate (Amblyraja radiata)"", ""Smooth skate (Malacoraja senta)"""
13976258,05/24/2024 11:55:22,Fish pre-acclimation temperature only modestly affects cadmium toxicity in Atlantic salmon hepatocytes,"Olsvik, P. A., Softeland, L., Hevroy, E. M.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976257,05/23/2024 13:57:15,Fish composition in a south-western Atlantic temperate coastal lagoon: spatial - temporal variation and relationships with environmental variables,"Castro, M. G., De Astarloa, J. M. D., Cousseau, M. B.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976256,05/28/2024 17:20:36,"The first spontaneous spawning of red drum 
<i>Sciaenops ocellatus</i> L. in Europe: broodstock management and early larval stages","Lastilla, M., Deflorio, M., Cepollaro, F.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Red drum (Sciaenops ocellatus)"""
13976255,05/30/2024 12:01:14,"FIRST RECORD OF PARATENIC HOSTS OF THE SWIMBLADDER NEMATODE 
<i>ANGUILLICOLA CRASSUS</i> IN NORTH AMERICA","Li, W. X., Arnott, S. A., Jones, K. M. M.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976254,05/20/2024 14:45:37,First measurements of field metabolic rate in wild juvenile fishes show strong thermal sensitivity but variations between sympatric ecotypes,"Chung, Ming-Tsung, Jørgensen, Kris-Emil Mose, Trueman, Clive N.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976253,05/29/2024 11:50:03,First Evidence of Altered Sensory Quality in a Shellfish Exposed to Decreased pH Relevant to Ocean Acidification,"Dupont, Sam, Hall, Emilie, Calosi, Piero  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976252,05/30/2024 12:08:27,The first annulus of otoliths: a tool for studying intra-annual growth of walleye pollock (Theragra chalcogramma),"Wilson, M. T., Mier, K. L., Dougherty, A. ",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976251,05/29/2024 17:43:29,Finfish-waterbird trophic interactions in tidal freshwater tributaries of the Chesapeake Bay,"Viverette, C. B., Garman, G. C., McIninch, S. P.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976250,05/17/2024 17:50:30,Female Baltic herring Clupea harengus allocate resources from growth to reproduction in poor feeding conditions,"Rajasilta, M., Eklund, J., Hanninen, J.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic herring (Clupea harengus)"""
13976249,05/20/2024 14:55:24,"Feeding, growth and survival of juvenile summer flounder Paralichthys dentatus : Experimental analysis of the effects of temperature und salinity","Malloy, K. D., Targett, T. E. ",Which species are in the paper,3,"Caracappa, Joseph","""Summer flounder (Paralichthys dentatus)"""
13976248,05/17/2024 22:11:03,Feeding trial for juvenile and young fish of red drum Sciaenops ocelletus,"Wei-wei, Wang ",Which species are in the paper,3,"Gamble, Robert","""Red drum (Sciaenops ocellatus)"""
13976247,05/29/2024 15:35:44,Feeding ecology of Lophius litulon in the south of Yellow Sea,"Zhang, Xuejian, Cheng, Jiahua, Shen, Wei  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976246,05/20/2024 14:52:27,"Feed intake, growth rate and body composition of juvenile Baltic salmon exposed to different constant temperatures","Koskela, J., Pirhonen, J., Jobling, M. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976245,05/21/2024 11:29:33,"Fathers modify thermal reaction norms for hatching success in Atlantic cod, 
<i>Gadus morhua</i>","Dahlke, F. T., Politis, S. N., Butts, I. A. E.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976244,05/29/2024 12:24:20,Factors Relating to the Reproductive Biology of Georges Bank Haddock (Melanogrammus aeglefinus) in 1977-83,"Overholtz, W. J. ",Which species are in the paper,3,"Caracappa, Joseph","""Haddock (Melanogrammus aeglefinus)"""
13976243,05/21/2024 13:19:27,"Factors Influencing the Size of American Lobster (Homarus americanus) Stocks Along the Atlantic Coast of Nova Scotia, Gulf of St. Lawrence, and Gulf of Maine: A New Synthesis","Harding, Gareth C., Drinkwater, Ken F., Vass, W. Peter ",Which species are in the paper,3,"Gamble, Robert","""American lobster (Homarus americanus)"""
13976242,05/28/2024 16:26:34,Factors Influencing Development and Survival of Pacific Herring (Clupea harengus pallasi) Eggs and Larvae to Beginning of Exogenous Feeding,"Alderdice, D. F., Hourston, A. S. ",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976241,05/30/2024 12:11:52,"Factors influencing cannibalism and abundance of walleye pollock (Theragra chalcogramma) on the eastern Bering Sea shelf, 1982-2006","Boldt, J. L., Buckley, T. W., Rooper, C. N.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976240,05/20/2024 14:55:05,"Expression of HSP70 mRNA and Protein based on the Thermal Stress in the Primary Hepatocyte Culture of Walleye Pollock ( 
<i>Gadus chalcogrammus</i>)","Kim, So-Sun, Lee, Chang-Ju, Park, Jang-Su ",Which species are in the paper,3,"Gamble, Robert","""None"""
13976239,05/21/2024 11:14:46,Exploring the temperature optima and growth rates of Atlantic cod at the south-easterly limit of its range,"Bolton-Warberg, M., O'Keeffe, D., FitzGerald, R. D. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
